"","title","abstract","id","included_ats","included_final"
"65","stories of pre-war, war and exile: bosnian refugee children in sweden","While standardized questionnaires produce counts of isolated events, a semi-structured interview derives a story, a complex narrative in time and place. Ninety Bosnian refugee children and adolescents (ages 1-20), resettled in Sweden, were assessed in a semi-structured clinical interview designed to identify and offer support to children at risk. A family-child account of traumatic exposure was analysed quantitatively and qualitatively. Type-stories or clusters of experience were identified for three distinct periods: prior to war, during war, and after war in exile. The extent of trauma-stress exposure during each of these periods proved unrelated. Pre-war experience presented as preponderantly good and safe. Differences in child exposure during war and exile could be understood in relation to identifiable socio-demographic factors; particularly ethnic background, social class, child age and family size. Further, the stories derived cast light on the equity of Swedish refugee reception, exposing both egalitarian and discriminatory tendencies.",3396,0,0
"66","stories of pre-war, war and exile: bosnian refugee children in sweden","While standardized questionnaires produce counts of isolated events, a semi-structured interview derives a story, a complex narrative in time and place. Ninety Bosnian refugee children and adolescents (ages 1-20), resettled in Sweden, were assessed in a semi-structured clinical interview designed to identify and offer support to children at risk. A family-child account of traumatic exposure was analysed quantitatively and qualitatively. Type-stories or clusters of experience were identified for three distinct periods: prior to war, during war, and after war in exile. The extent of trauma-stress exposure during each of these periods proved unrelated. Pre-war experience presented as preponderantly good and safe. Differences in child exposure during war and exile could be understood in relation to identifiable socio-demographic factors; particularly ethnic background, social class, child age and family size. Further, the stories derived cast light on the equity of Swedish refugee reception, exposing both egalitarian and discriminatory tendencies.",10597,0,0
"67",NA,NA,14227,0,0
"68","the use of antidepressant drugs in dermatology","This paper provides an updated review of the use of antidepressant drugs in dermatology. Some of the psychiatric disorders that are usually comorbid with dermatological disorders and respond to antidepressants include major depressive disorder, obsessive compulsive disorder, body dysmorphic disorder, social phobia and post-traumatic stress disorder usually secondary to trauma and abuse during early life. Cutaneous symptoms may be the feature of a primary psychiatric disorder, e.g. cutaneous body image problems, dermatitis artefacta, neurotic excoriations and trichotillomania, or psychiatric syndromes may be comorbid with a primary dermatological disorder such as the association of major depressive disorder or social phobia with psoriasis and obsessive compulsive disorder with acne excoriee. Some of the salient pharmacological properties of the tricyclic antidepressants (TCAs) and the selective serotonin reuptake inhibitor (SSRI) antidepressants are reviewed. The review indicates that the SSRI antidepressants are potentially beneficial in the management of all the major psychiatric syndromes that are encountered in dermatological disorders. The generally more favourable side-effect profile of the SSRIs, such as lower cardiotoxicity in contrast to the TCAs, has made them the first-line agents for the treatment of depression. Furthermore, some of the pharmacological properties of the antidepressant agents that are not related to their antidepressant activity, such as the histamine H1 blocking effect of TCAs, such as doxepin, amitriptyline and trimipramine, are of benefit in dermatological conditions such as urticaria and pruritus. This paper reviews the general guidelines for use of antidepressants and salient drug-drug interactions resulting mainly from the inhibition of the cytochrome P450 (CYP) 2D6 and 3A3/4 isoenzymes by some of the SSRI antidepressants. Before prescribing an antidepressant agent, the specific guidelines, side-effect profile, drug-drug interactions and most current indications should always be obtained.",2256,0,0
"69","the use of antidepressant drugs in dermatology","This paper provides an updated review of the use of antidepressant drugs in dermatology. Some of the psychiatric disorders that are usually comorbid with dermatological disorders and respond to antidepressants include major depressive disorder, obsessive compulsive disorder, body dysmorphic disorder, social phobia and post-traumatic stress disorder usually secondary to trauma and abuse during early life. Cutaneous symptoms may be the feature of a primary psychiatric disorder, e.g. cutaneous body image problems, dermatitis artefacta, neurotic excoriations and trichotillomania, or psychiatric syndromes may be comorbid with a primary dermatological disorder such as the association of major depressive disorder or social phobia with psoriasis and obsessive compulsive disorder with acne excoriee. Some of the salient pharmacological properties of the tricyclic antidepressants (TCAs) and the selective serotonin reuptake inhibitor (SSRI) antidepressants are reviewed. The review indicates that the SSRI antidepressants are potentially beneficial in the management of all the major psychiatric syndromes that are encountered in dermatological disorders. The generally more favourable side-effect profile of the SSRIs, such as lower cardiotoxicity in contrast to the TCAs, has made them the first-line agents for the treatment of depression. Furthermore, some of the pharmacological properties of the antidepressant agents that are not related to their antidepressant activity, such as the histamine H1 blocking effect of TCAs, such as doxepin, amitriptyline and trimipramine, are of benefit in dermatological conditions such as urticaria and pruritus. This paper reviews the general guidelines for use of antidepressants and salient drug-drug interactions resulting mainly from the inhibition of the cytochrome P450 (CYP) 2D6 and 3A3/4 isoenzymes by some of the SSRI antidepressants. Before prescribing an antidepressant agent, the specific guidelines, side-effect profile, drug-drug interactions and most current indications should always be obtained.",6041,0,0
"70",NA,NA,14228,0,0
"71",NA,NA,14335,0,0
"72",NA,NA,14738,0,0
"73",NA,NA,14741,0,0
"74",NA,NA,14740,0,0
"75",NA,NA,14315,0,0
"76",NA,NA,14316,0,0
"77","disaster survivors in their third decade: trajectories of initial stress responses and long-term course of mental health","This study analyzed trajectories of initial stress and long-term mental health after the 1980 North Sea oil rig disaster. A growth-mixture model of the survivors' stress manifestations in the first 8 weeks (Posttraumatic Stress Scale, [PTSS-10]) and general mental health in 1980, 1981, 1985, and 2007 (General Health Questionnaire, [GHQ-20]) was estimated. Survivors' GHQ-scores in 1985 and 2007 were contrasted to those of a comparison group. Four trajectories were identified among survivors. The resilient (n = 43) displayed initially moderate stress that rapidly declined. The recovery (n = 10), chronic (n = 8), and relapse (n = 9) showed initially stable high stress scores, but the long-term mental health differed. Early screening may identify those at long-term risk. Copyright (copyright) 2011 International Society for Traumatic Stress Studies.",2514,1,1
"78","disaster survivors in their third decade: trajectories of initial stress responses and long-term course of mental health","This study analyzed trajectories of initial stress and long-term mental health after the 1980 North Sea oil rig disaster. A growth-mixture model of the survivors' stress manifestations in the first 8 weeks (Posttraumatic Stress Scale, [PTSS-10]) and general mental health in 1980, 1981, 1985, and 2007 (General Health Questionnaire, [GHQ-20]) was estimated. Survivors' GHQ-scores in 1985 and 2007 were contrasted to those of a comparison group. Four trajectories were identified among survivors. The resilient (n = 43) displayed initially moderate stress that rapidly declined. The recovery (n = 10), chronic (n = 8), and relapse (n = 9) showed initially stable high stress scores, but the long-term mental health differed. Early screening may identify those at long-term risk. Copyright (copyright) 2011 International Society for Traumatic Stress Studies.",2514,1,1
"79","disaster survivors in their third decade: trajectories of initial stress responses and long-term course of mental health","This study analyzed trajectories of initial stress and long-term mental health after the 1980 North Sea oil rig disaster. A growth-mixture model of the survivors' stress manifestations in the first 8 weeks (Posttraumatic Stress Scale, [PTSS-10]) and general mental health in 1980, 1981, 1985, and 2007 (General Health Questionnaire, [GHQ-20]) was estimated. Survivors' GHQ-scores in 1985 and 2007 were contrasted to those of a comparison group. Four trajectories were identified among survivors. The resilient (n = 43) displayed initially moderate stress that rapidly declined. The recovery (n = 10), chronic (n = 8), and relapse (n = 9) showed initially stable high stress scores, but the long-term mental health differed. Early screening may identify those at long-term risk. Copyright © 2011 International Society for Traumatic Stress Studies.",12578,1,1
"80","disaster survivors in their third decade: trajectories of initial stress responses and long-term course of mental health","This study analyzed trajectories of initial stress and long-term mental health after the 1980 North Sea oil rig disaster. A growth-mixture model of the survivors' stress manifestations in the first 8 weeks (Posttraumatic Stress Scale, [PTSS-10]) and general mental health in 1980, 1981, 1985, and 2007 (General Health Questionnaire, [GHQ-20]) was estimated. Survivors' GHQ-scores in 1985 and 2007 were contrasted to those of a comparison group. Four trajectories were identified among survivors. The resilient (n = 43) displayed initially moderate stress that rapidly declined. The recovery (n = 10), chronic (n = 8), and relapse (n = 9) showed initially stable high stress scores, but the long-term mental health differed. Early screening may identify those at long-term risk. Copyright © 2011 International Society for Traumatic Stress Studies.",12578,1,1
"81","disaster survivors in their third decade: trajectories of initial stress responses and long-term course of mental health","This study analyzed trajectories of initial stress and long-term mental health after the 1980 North Sea oil rig disaster. A growth-mixture model of the survivors' stress manifestations in the first 8 weeks (Posttraumatic Stress Scale, [PTSS-10]) and general mental health in 1980, 1981, 1985, and 2007 (General Health Questionnaire, [GHQ-20]) was estimated. Survivors' GHQ-scores in 1985 and 2007 were contrasted to those of a comparison group. Four trajectories were identified among survivors. The resilient (n = 43) displayed initially moderate stress that rapidly declined. The recovery (n = 10), chronic (n = 8), and relapse (n = 9) showed initially stable high stress scores, but the long-term mental health differed. Early screening may identify those at long-term risk. © 2011 International Society for Traumatic Stress Studies.",939,1,1
"82","disaster survivors in their third decade: trajectories of initial stress responses and long-term course of mental health","This study analyzed trajectories of initial stress and long-term mental health after the 1980 North Sea oil rig disaster. A growth-mixture model of the survivors' stress manifestations in the first 8 weeks (Posttraumatic Stress Scale, [PTSS-10]) and general mental health in 1980, 1981, 1985, and 2007 (General Health Questionnaire, [GHQ-20]) was estimated. Survivors' GHQ-scores in 1985 and 2007 were contrasted to those of a comparison group. Four trajectories were identified among survivors. The resilient (n = 43) displayed initially moderate stress that rapidly declined. The recovery (n = 10), chronic (n = 8), and relapse (n = 9) showed initially stable high stress scores, but the long-term mental health differed. Early screening may identify those at long-term risk. © 2011 International Society for Traumatic Stress Studies.",939,1,1
"83",NA,NA,14167,0,0
"84","profiles of connectedness: processes of resilience and growth in children with cancer","OBJECTIVE: Identified patterns of connectedness in youth with cancer and demographically similar healthy peers. METHOD: Participants included 153 youth with a history of cancer and 101 youth without a history of serious illness (8-19 years). Children completed measures of connectedness, posttraumatic stress symptoms (PTSS), and benefit-finding. Parents also reported on children's PTSS. RESULTS: Latent profile analysis revealed four profiles: high connectedness (45%), low connectedness (6%), connectedness primarily to parents (40%), and connectedness primarily to peers (9%). These profiles did not differ by history of cancer. However, profiles differed on PTSS and benefit-finding. Children highly connected across domains displayed the lowest PTSS and highest benefit-finding, while those with the lowest connectedness had the highest PTSS, with moderate PTSS and benefit-finding for the parent and peer profiles. CONCLUSION: Children with cancer demonstrate patterns of connectedness similar to their healthy peers. Findings support connectedness as a possible mechanism facilitating resilience and growth.",12583,1,0
"85","profiles of connectedness: processes of resilience and growth in children with cancer","OBJECTIVE: Identified patterns of connectedness in youth with cancer and demographically similar healthy peers. METHOD: Participants included 153 youth with a history of cancer and 101 youth without a history of serious illness (8-19 years). Children completed measures of connectedness, posttraumatic stress symptoms (PTSS), and benefit-finding. Parents also reported on children's PTSS. RESULTS: Latent profile analysis revealed four profiles: high connectedness (45%), low connectedness (6%), connectedness primarily to parents (40%), and connectedness primarily to peers (9%). These profiles did not differ by history of cancer. However, profiles differed on PTSS and benefit-finding. Children highly connected across domains displayed the lowest PTSS and highest benefit-finding, while those with the lowest connectedness had the highest PTSS, with moderate PTSS and benefit-finding for the parent and peer profiles. CONCLUSION: Children with cancer demonstrate patterns of connectedness similar to their healthy peers. Findings support connectedness as a possible mechanism facilitating resilience and growth.",12583,1,0
"86",NA,NA,14229,0,0
"87","psychological reactions in family members of patients hospitalised in intensive care units","The environment of the intensive care unit (ICU) is burdensome to a patient and the patient's family. There is a higher risk of depression, anxiety and stress-related disorders in the ICU patients' family members. In relatives of critically ill patients, the cluster of adverse psychological reactions, such as: anxiety, acute stress disorder, posttraumatic stress disorder, depression and complicated grief, is called post-intensive care syndrome - family (PICS-F). These complications may affect the relatives' ability to perform the role of a caregiver and it can also hinder their daily functioning. Apart from negative psychological consequences experienced after a loved one's stay in the ICU, there are also some positive changes observed in patient's relatives called posttraumatic growth. In this review, the psychological repercussions in the ICU patient's family and the means to prevent their undesirable responses are discussed.",7022,0,0
"88","psychological reactions in family members of patients hospitalised in intensive care units","The environment of the intensive care unit (ICU) is burdensome to a patient and the patient's family. There is a higher risk of depression, anxiety and stress-related disorders in the ICU patients' family members. In relatives of critically ill patients, the cluster of adverse psychological reactions, such as: anxiety, acute stress disorder, posttraumatic stress disorder, depression and complicated grief, is called post-intensive care syndrome - family (PICS-F). These complications may affect the relatives' ability to perform the role of a caregiver and it can also hinder their daily functioning. Apart from negative psychological consequences experienced after a loved one's stay in the ICU, there are also some positive changes observed in patient's relatives called posttraumatic growth. In this review, the psychological repercussions in the ICU patient's family and the means to prevent their undesirable responses are discussed.",3725,0,0
"89","psychological reactions in family members of patients hospitalised in intensive care units","The environment of the intensive care unit (ICU) is burdensome to a patient and the patient's family. There is a higher risk of depression, anxiety and stress-related disorders in the ICU patients' family members. In relatives of critically ill patients, the cluster of adverse psychological reactions, such as: anxiety, acute stress disorder, posttraumatic stress disorder, depression and complicated grief, is called post-intensive care syndrome - family (PICS-F). These complications may affect the relatives' ability to perform the role of a caregiver and it can also hinder their daily functioning. Apart from negative psychological consequences experienced after a loved one's stay in the ICU, there are also some positive changes observed in patient's relatives called posttraumatic growth. In this review, the psychological repercussions in the ICU patient's family and the means to prevent their undesirable responses are discussed.",252,0,0
"90",NA,NA,14337,0,0
"91","altered functional connectivity in posttraumatic stress disorder with versus without comorbid major depressive disorder: a resting state fmri study","Posttraumatic stress disorder (PTSD) is an anxiety disorder that is often diagnosed with comorbid depressive disorder. Therefore, neuroimaging studies investigating PTSD typically include both patients with and without comorbid depression. Differences in activity of the anterior cingulate cortex (ACC) and insula have been shown to differentiate PTSD patients with and without major depressive disorder (MDD). Whether or not comorbid MDD affects resting state functional connectivity of PTSD patients has not been investigated to our knowledge. Here, resting state functional connectivity of PTSD patients with (PTSD+MDD; n=27) and without (PTSD-MDD; n=23) comorbid MDD was investigated. The subgenual ACC and insula were investigated as seed regions. Connectivity between the subgenual ACC and perigenual parts of the ACC was increased in PTSD+MDD versus PTSD-MDD, which may reflect the presence of depressive specific symptoms such as rumination. Functional connectivity of the subgenual ACC with the thalamus was reduced, potentially related to more severe deficits in executive functioning in the PTSD+MDD group versus the PTSD-MDD group. In addition, the PTSD+MDD group showed reduced functional connectivity of the insula with the hippocampus compared to the PTSD-MDD group. However, this cluster was no longer significantly different when PTSD patients that were using medication were excluded from analyses. Thus, resting state functional connectivity of the subgenual ACC can distinguish PTSD+MDD from PTSD-MDD, and this may therefore be used as a neurobiological marker for comorbid MDD in the presence of PTSD. As PTSD+MDD are more treatment resistant, these findings can also guide treatment development, for example by targeting the subgenual ACC network with treatment.",6295,0,0
"92","altered functional connectivity in posttraumatic stress disorder with versus without comorbid major depressive disorder: a resting state fmri study","Posttraumatic stress disorder (PTSD) is an anxiety disorder that is often diagnosed with comorbid depressive disorder. Therefore, neuroimaging studies investigating PTSD typically include both patients with and without comorbid depression. Differences in activity of the anterior cingulate cortex (ACC) and insula have been shown to differentiate PTSD patients with and without major depressive disorder (MDD). Whether or not comorbid MDD affects resting state functional connectivity of PTSD patients has not been investigated to our knowledge. Here, resting state functional connectivity of PTSD patients with (PTSD+MDD; n=27) and without (PTSD-MDD; n=23) comorbid MDD was investigated. The subgenual ACC and insula were investigated as seed regions. Connectivity between the subgenual ACC and perigenual parts of the ACC was increased in PTSD+MDD versus PTSD-MDD, which may reflect the presence of depressive specific symptoms such as rumination. Functional connectivity of the subgenual ACC with the thalamus was reduced, potentially related to more severe deficits in executive functioning in the PTSD+MDD group versus the PTSD-MDD group. In addition, the PTSD+MDD group showed reduced functional connectivity of the insula with the hippocampus compared to the PTSD-MDD group. However, this cluster was no longer significantly different when PTSD patients that were using medication were excluded from analyses. Thus, resting state functional connectivity of the subgenual ACC can distinguish PTSD+MDD from PTSD-MDD, and this may therefore be used as a neurobiological marker for comorbid MDD in the presence of PTSD. As PTSD+MDD are more treatment resistant, these findings can also guide treatment development, for example by targeting the subgenual ACC network with treatment.",104,0,0
"93","the factor structure of psychiatric comorbidity among iraq/afghanistan-era veterans and its relationship to violence, incarceration, suicide attempts, and suicidality","The present research examined how incarceration, suicide attempts, suicidality, and difficulty controlling violence relate to the underlying factor structure of psychiatric comorbidity among a large sample of Iraq/Afghanistan-era veterans (N=1897). Diagnostic interviews established psychiatric diagnoses; self-report measures assessed history of incarceration, difficulty controlling violence, suicide attempts, and suicidality. A 3-factor measurement model characterized by latent factors for externalizing-substance-use disorders (SUD), distress, and fear provided excellent fit to the data. Alcohol-use disorder, drug-use disorder, and nicotine dependence were indicators on the externalizing-SUD factor. Posttraumatic stress disorder and depression were indicators on the distress factor. Panic disorder, social phobia, specific phobia, and obsessive-compulsive disorder were indicators on the fear factor. Incarceration was exclusively predicted by the externalizing-SUD factor. Difficulty controlling violence, suicidality, and suicide attempts were exclusively predicted by the distress factor. Contrary to hypotheses, the path from the externalizing/SUD factor to difficulty controlling violence was not significant. Taken together, these findings suggest that the distress factor of psychiatric comorbidity is a significant risk factor for suicidality, suicide attempts, and difficulty controlling violence and could help to explain the frequent co-occurrence of these critical outcomes among returning Iraq/Afghanistan veterans.",245,0,0
"94","the factor structure of psychiatric comorbidity among iraq/afghanistan-era veterans and its relationship to violence, incarceration, suicide attempts, and suicidality","The present research examined how incarceration, suicide attempts, suicidality, and difficulty controlling violence relate to the underlying factor structure of psychiatric comorbidity among a large sample of Iraq/Afghanistan-era veterans (N=1897). Diagnostic interviews established psychiatric diagnoses; self-report measures assessed history of incarceration, difficulty controlling violence, suicide attempts, and suicidality. A 3-factor measurement model characterized by latent factors for externalizing-substance-use disorders (SUD), distress, and fear provided excellent fit to the data. Alcohol-use disorder, drug-use disorder, and nicotine dependence were indicators on the externalizing-SUD factor. Posttraumatic stress disorder and depression were indicators on the distress factor. Panic disorder, social phobia, specific phobia, and obsessive-compulsive disorder were indicators on the fear factor. Incarceration was exclusively predicted by the externalizing-SUD factor. Difficulty controlling violence, suicidality, and suicide attempts were exclusively predicted by the distress factor. Contrary to hypotheses, the path from the externalizing/SUD factor to difficulty controlling violence was not significant. Taken together, these findings suggest that the distress factor of psychiatric comorbidity is a significant risk factor for suicidality, suicide attempts, and difficulty controlling violence and could help to explain the frequent co-occurrence of these critical outcomes among returning Iraq/Afghanistan veterans.",6148,0,0
"95","post-traumatic kyphosis of the thoracic and lumbar spine","Assessing the initial post-traumatic situation is of imminent importance in choosing the most suitable approach for primary treatment of thoracic and lumbar spine fractures. Misjudging the static situation of the injured spine is a common reason for selecting an inadequate therapeutic procedure. The consequence is a defective spinal position with the corresponding symptoms, which usually requires a complicated surgical procedure. Our experience is based on 34 patients with a post-traumatic defective position of the thoracic and lumbar spine: 12 patients underwent primary surgical and 22 primary conservative treatment. The aim of our study was to demonstrate the initial situation and primary management as well as subsequent problems and the respective surgical procedure applied in our department for correcting and stabilizing the areas involved and to present intermediate results.",3370,0,0
"96","post-traumatic kyphosis of the thoracic and lumbar spine","Assessing the initial post-traumatic situation is of imminent importance in choosing the most suitable approach for primary treatment of thoracic and lumbar spine fractures. Misjudging the static situation of the injured spine is a common reason for selecting an inadequate therapeutic procedure. The consequence is a defective spinal position with the corresponding symptoms, which usually requires a complicated surgical procedure. Our experience is based on 34 patients with a post-traumatic defective position of the thoracic and lumbar spine: 12 patients underwent primary surgical and 22 primary conservative treatment. The aim of our study was to demonstrate the initial situation and primary management as well as subsequent problems and the respective surgical procedure applied in our department for correcting and stabilizing the areas involved and to present intermediate results.",10548,0,0
"97","responsivity to stress in chronic posttraumatic stress disorder due to childhood sexual abuse","The purpose of this study was to investigate psychological, cardiovascular, and neuroendocrine reactivity to standardized stress tests (orthostatic challenge, Stroop Color Word Test) in drug-free adult women with chronic PTSD due to repetitive childhood sexual abuse. At baseline, the 11 patients showed significantly higher mean scores on the Symptom Check List-90 and the Profile of Mood States than 13 healthy female controls, whereas baseline cardiovascular or hormonal parameters showed no differences between the groups. Also, no significant differences were found between the two groups in cardiovascular and hormonal responsivity to the stress tests. Thus, in the presence of robust psychological differences, the patients with chronic PTSD due to childhood sexual abuse did not show alterations in baseline values of neurobiological parameters, nor did they react differently to a physical and mental stress test when compared to healthy controls.",1734,0,0
"98","responsivity to stress in chronic posttraumatic stress disorder due to childhood sexual abuse","The purpose of this study was to investigate psychological, cardiovascular, and neuroendocrine reactivity to standardized stress tests (orthostatic challenge, Stroop Color Word Test) in drug-free adult women with chronic PTSD due to repetitive childhood sexual abuse. At baseline, the 11 patients showed significantly higher mean scores on the Symptom Check List-90 and the Profile of Mood States than 13 healthy female controls, whereas baseline cardiovascular or hormonal parameters showed no differences between the groups. Also, no significant differences were found between the two groups in cardiovascular and hormonal responsivity to the stress tests. Thus, in the presence of robust psychological differences, the patients with chronic PTSD due to childhood sexual abuse did not show alterations in baseline values of neurobiological parameters, nor did they react differently to a physical and mental stress test when compared to healthy controls.",10362,0,0
"99",NA,NA,14586,0,0
"100","psychopathology in substance abusing women reporting childhood sexual abuse","This study compared MMPI-2 profiles and evaluated the ability of the MMPI-2 and its two new post-traumatic stress scales (PK and PS) to discriminate women in outpatient substance abuse treatment reporting positive (n = 24) and negative (n = 69) child sexual abuse histories. T-tests revealed significantly higher mean scores for the sexual abuse group for the following scales: F, 1, 2, 3, 4, 6, 7, and 8. A discriminant analysis yielded a linear function of L, F, 3, 5, 8, and PK that correctly categorized 75% with positive histories and 77% with negative histories. The optimal cutoff PK score was 17, which correctly classified 75% and 46% of those reporting positive and negative abuse histories, respectively. These findings support early identification of abuse survivors among substance abusing women and suggests that the MMPI-2 may be useful in patient-treatment matching.",6059,0,0
"101","psychopathology in substance abusing women reporting childhood sexual abuse","This study compared MMPI-2 profiles and evaluated the ability of the MMPI-2 and its two new post-traumatic stress scales (PK and PS) to discriminate women in outpatient substance abuse treatment reporting positive (n = 24) and negative (n = 69) child sexual abuse histories. T-tests revealed significantly higher mean scores for the sexual abuse group for the following scales: F, 1, 2, 3, 4, 6, 7, and 8. A discriminant analysis yielded a linear function of L, F, 3, 5, 8, and PK that correctly categorized 75% with positive histories and 77% with negative histories. The optimal cutoff PK score was 17, which correctly classified 75% and 46% of those reporting positive and negative abuse histories, respectively. These findings support early identification of abuse survivors among substance abusing women and suggests that the MMPI-2 may be useful in patient-treatment matching.",2270,0,0
"102","paroxetine in the treatment of post traumatic stress disorder: our experiences","Posttraumatic stress disorder can develop after individual's exposure or witnessing of life threatening events. It is characterized by three clusters of symptoms. The course of PTSD is often chronic and impedes individual's functioning. Studies of PTSD treatment with paroxetine provide evidence for its efficacy in reducing symptoms and its favorable profile of side-effects. The objective of this work was to determine the efficacy of paroxetine in the treatment of PTSD. The sample consisted of 30 subjects with chronic PTSD. All subjects received treatment with paroxetine in therapeutic dose range for six months. Subjects were assessed prior to therapy and following six months of treatment with paroxetine with the use of following instruments: SCL 90-R, Mississippi Questionnaire, and CGI. The results indicate statistically significant reduction on all subscales of SCL 90-R following six months of treatment, P<0,05. The difference between two assessments with Mississippi Questionnaire was statistically significant, P< 0,05. PTSD rate in our sample was reduced from 100% before treatment to 64% after treatment. Paroxetine was administered in daily dose of 20 mg in 88% of the subjects, and 40 mg in the remaining 12%. Unwanted effects were registered in 16,7% of the subjects and they were mild. Objective improvement was registered in 84% of the sample, and subjective improvement was registered in 80%. Reduction of relapse symptoms was registered in 24% of the subjects. Paroxetine proved to be efficient and safe in treatment of symptoms of PTSD in this study.",1599,0,0
"103","paroxetine in the treatment of post traumatic stress disorder: our experiences","Posttraumatic stress disorder can develop after individual's exposure or witnessing of life threatening events. It is characterized by three clusters of symptoms. The course of PTSD is often chronic and impedes individual's functioning. Studies of PTSD treatment with paroxetine provide evidence for its efficacy in reducing symptoms and its favorable profile of side-effects. The objective of this work was to determine the efficacy of paroxetine in the treatment of PTSD. The sample consisted of 30 subjects with chronic PTSD. All subjects received treatment with paroxetine in therapeutic dose range for six months. Subjects were assessed prior to therapy and following six months of treatment with paroxetine with the use of following instruments: SCL 90-R, Mississippi Questionnaire, and CGI. The results indicate statistically significant reduction on all subscales of SCL 90-R following six months of treatment, P<0,05. The difference between two assessments with Mississippi Questionnaire was statistically significant, P< 0,05. PTSD rate in our sample was reduced from 100% before treatment to 64% after treatment. Paroxetine was administered in daily dose of 20 mg in 88% of the subjects, and 40 mg in the remaining 12%. Unwanted effects were registered in 16,7% of the subjects and they were mild. Objective improvement was registered in 84% of the sample, and subjective improvement was registered in 80%. Reduction of relapse symptoms was registered in 24% of the subjects. Paroxetine proved to be efficient and safe in treatment of symptoms of PTSD in this study.",12649,0,0
"104",NA,NA,14280,0,0
"105",NA,NA,14362,0,0
"106","neuropsychiatric profile of a case of post traumatic stress disorder following an electric shock","Exposure to extraordinary stressors or life-threatening events has been shown to result in negative cognitive, behavioural and emotional outcomes including the cluster of symptoms constituting Post Traumatic Stress Disorder (PTSD). This disorder has most often been studied in military veterans and victims of abuse who also show high rates of comorbid conditions. We report a case of PTSD following an electrical injury in a patient with no past psychiatric history. Implications for a full range of examinations including comprehensive neuropsychiatric testing are discussed. Results suggest that such approach addresses the complexity of a differential diagnosis between organic and psychiatric dysfunctions.",1816,0,0
"107","neuropsychiatric profile of a case of post traumatic stress disorder following an electric shock","Exposure to extraordinary stressors or life-threatening events has been shown to result in negative cognitive, behavioural and emotional outcomes including the cluster of symptoms constituting Post Traumatic Stress Disorder (PTSD). This disorder has most often been studied in military veterans and victims of abuse who also show high rates of comorbid conditions. We report a case of PTSD following an electrical injury in a patient with no past psychiatric history. Implications for a full range of examinations including comprehensive neuropsychiatric testing are discussed. Results suggest that such approach addresses the complexity of a differential diagnosis between organic and psychiatric dysfunctions.",6055,0,0
"108",NA,NA,14390,0,0
"109",NA,NA,14259,0,0
"110","postdeployment suicidal ideations and trajectories of posttraumatic stress disorder in danish soldiers: a 3-year follow-up of the usper study","Objective: Suicidal ideation in veterans is of great concern. The objective of this study is to examine how heterogeneous posttraumatic stress disorder (PTSD) trajectories are associated with postdeployment suicidal ideation in veterans 2.5 years postdeployment to a combat zone in Afghanistan. If PTSD trajectories are associated with postdeployment suicidal ideations, then the accumulative knowledge on what characterizes veterans falling into different PTSD trajectories may provide better opportunities for early identification of suicidal high-risk veterans. Method: In this prospective study of 743 Danish soldiers deployed to Afghanistan from February to August in 2009, we collected data at 6 time points from 6 weeks before deployment to 2.5 years after homecoming (total for this study: 456). At all assessments, the soldiers responded to a comprehensive questionnaire including measures of PTSD (measured by the PTSD Checklist, Civilian Version) and other mental and physical health variables, demographics, and social and combat-related factors. Suicidal ideation was measured by an item from the European Parasuicide Study Interview Schedule II. In a previous study based on soldiers from this cohort, we identified 6 PTSD trajectories using latent growth mixture modeling, which we have extracted and applied as independent variables in this study. Adjusted multivariable logistic regression analyses were applied to examine whether deployed soldiers with certain PTSD symptom trajectories were more likely to report suicidal ideation 2.5 years after homecoming. Results:Two PTSD trajectories with high PTSD symptom level 2.5 years after return were significantly associated with suicidal Ideation 2.5 years after homecoming. Thus, a relieved-worsening class, described by initial decreasing PTSD symptom levels followed by a steep increase in symptoms had higher risk of suicidal ideation (OR= 7.84; 95% CI, 1.68-36.6), which was also the case for a late-onset class (OR 5.2; 95% CI, 2.21-12.24) when compared to a low-stable class. Conclusions: Heterogeneous PTSD trajectories are associated with suicidal ideation in veterans 2.5 years after homecoming. (PsycINFO Database Record (c) 2015 APA, all rights reserved) (journal abstract)",12704,1,0
